,CO(Monóxido de Carbono) - ppm,MP10(Partículas Inaláveis) - µg/m3,MP2.5(Partículas Inaláveis Finas) - µg/m3,NO(Monóxido de Nitrogênio) - µg/m3,NO2(Dióxido de Nitrogênio) - µg/m3,NOx(Óxidos de Nitrogênio) - ppb,O3(Ozônio) - µg/m3,SO2(Dióxido de Enxofre) - µg/m3,Data,Casos Diários,Temperatura (°C),Temperatura Ponto Orvalho (°C),Umidade Relativa (%),Sensação Térmica (°C),Velocidade do Vento (Nós)
1682,0.8,28.5,16.5,33.5,51.5,55.5,25.25,7.0,2015-08-10,56,20.29,13.21,67.07,20.29,5.88
1683,0.9,43.5,22.0,38.0,59.5,62.5,21.75,8.5,2015-08-11,68,19.75,12.17,64.54,19.7,5.67
1684,1.25,56.5,36.5,60.5,77.5,101.5,3.25,11.5,2015-08-12,34,20.0,11.83,63.14,19.94,4.61
1685,1.2,52.5,29.5,59.5,75.28,97.0,6.25,10.0,2015-08-13,56,21.22,11.11,56.29,21.12,4.94
1686,1.5,60.0,43.5,60.5,77.57,106.5,3.75,15.5,2015-08-14,65,20.13,12.13,63.32,20.08,3.96
1687,0.9,35.5,19.0,38.23,64.0,61.5,12.75,7.0,2015-08-15,10,21.29,10.42,51.86,21.22,5.08
1688,0.7,31.0,19.5,22.5,53.0,41.5,60.75,6.84,2015-08-16,7,21.38,10.33,50.8,21.27,5.96
1689,0.9,46.0,34.0,61.0,67.0,90.0,19.5,13.0,2015-08-17,66,19.92,11.75,63.7,19.84,5.46
1690,0.9,36.5,17.0,31.0,53.0,55.0,3.75,6.0,2015-08-18,66,21.46,10.5,51.52,21.36,6.75
1691,0.9,48.5,18.0,44.5,55.5,65.5,33.25,8.0,2015-08-19,55,22.86,10.54,47.39,22.72,10.32
1692,1.0,27.0,14.5,78.0,58.0,92.5,27.75,9.0,2015-08-20,55,15.63,11.3,75.82,15.63,9.22
1693,0.9,24.5,11.0,58.0,51.83,75.5,34.25,9.0,2015-08-21,32,14.89,11.79,82.44,14.89,9.04
1694,0.85,34.5,22.0,45.0,50.5,68.5,29.0,10.0,2015-08-22,14,16.5,12.22,77.2,16.5,6.09
1695,1.1,39.5,30.5,41.0,61.0,75.5,35.75,10.0,2015-08-23,10,18.69,12.56,72.75,18.57,4.59
1696,1.1,19.0,14.5,85.5,58.0,100.5,23.25,9.0,2015-08-24,56,17.21,13.14,77.62,17.21,8.11
1697,1.25,32.0,22.5,80.5,58.0,95.0,2.5,10.0,2015-08-25,61,15.76,13.21,85.1,15.76,6.41
1698,0.9,30.0,22.5,26.0,50.5,54.0,7.75,37.82,2015-08-26,50,17.31,13.29,78.58,17.31,4.26
1699,1.3,23.0,14.0,61.5,61.5,83.5,2.75,37.33,2015-08-27,48,16.5,13.25,81.36,16.5,7.82
1700,1.3,30.5,21.0,93.0,62.5,116.5,16.5,36.67,2015-08-28,44,16.16,11.28,73.85,16.16,5.96
1701,0.9,29.5,22.5,53.5,55.0,82.5,19.5,35.85,2015-08-29,12,16.85,10.77,71.4,16.82,4.77
1702,0.8,27.0,20.0,14.0,49.5,37.0,9.5,34.88,2015-08-30,6,21.44,11.8,61.04,21.06,3.28
1703,2.45,58.5,34.5,110.5,101.5,158.5,2.25,33.78,2015-08-31,67,24.48,11.6,47.94,23.99,4.2
1704,1.3,57.5,29.0,84.5,80.5,104.0,29.75,32.56,2015-09-01,50,21.54,12.83,60.46,21.45,7.67
1705,1.15,24.5,18.0,78.0,56.5,97.5,29.0,31.23,2015-09-02,40,15.06,12.22,83.2,15.06,10.59
1706,1.1,33.0,22.5,31.5,68.0,56.48,20.5,29.82,2015-09-03,36,16.83,12.5,76.65,16.83,5.47
1707,1.2,27.0,17.5,75.0,58.5,88.5,6.0,28.32,2015-09-04,34,16.71,12.68,77.56,16.71,6.84
1708,0.6,18.5,11.0,41.0,43.0,56.0,27.5,26.76,2015-09-05,9,15.16,12.6,84.77,15.16,7.82
1709,0.7,21.5,16.5,11.0,34.5,31.5,17.0,25.14,2015-09-06,10,16.0,11.48,74.74,16.0,5.63
1710,0.75,25.0,18.5,11.38,44.49,35.0,7.75,23.49,2015-09-07,11,18.1,14.97,82.32,18.1,5.33
1711,1.3,19.0,15.0,51.5,70.0,77.0,6.75,21.82,2015-09-08,55,17.5,15.24,86.65,17.5,6.95
1712,1.2,20.5,13.0,34.5,55.5,57.0,31.25,20.14,2015-09-09,63,18.37,13.87,75.82,18.37,8.07
1713,0.9,20.0,13.5,26.5,45.5,48.5,4.75,18.46,2015-09-10,38,18.42,14.5,79.08,18.42,8.08
1714,1.1,16.5,11.0,47.5,56.5,68.5,30.0,16.8,2015-09-11,53,18.47,15.59,83.52,18.47,9.5
1715,0.8,17.5,12.0,60.5,55.0,80.0,31.25,15.16,2015-09-12,8,14.19,11.84,85.76,14.19,7.03
1716,0.8,13.0,11.5,33.7,36.78,47.13,31.0,13.58,2015-09-13,6,13.51,10.94,84.56,13.51,8.23
1717,0.8,19.0,15.0,47.5,45.5,65.5,27.0,12.05,2015-09-14,44,14.4,11.79,84.9,14.4,7.21
1718,0.95,27.5,18.0,27.0,59.0,55.5,22.0,10.59,2015-09-15,37,18.71,14.17,75.9,18.82,6.39
1719,1.05,34.0,22.5,24.0,60.0,53.5,3.5,9.22,2015-09-16,47,24.12,15.72,65.17,23.95,6.68
1720,1.15,38.0,24.0,33.5,77.5,73.0,0.5,7.95,2015-09-17,43,27.5,13.17,42.74,27.05,6.25
1721,1.75,52.5,29.0,54.5,96.0,112.5,63.0,6.8,2015-09-18,28,29.44,12.78,37.6,28.75,5.78
1722,0.9,42.0,28.0,33.0,75.0,69.5,63.0,5.77,2015-09-19,7,26.83,13.58,51.07,26.23,6.0
1723,0.8,26.0,17.0,20.56,52.0,47.5,64.0,4.88,2015-09-20,4,22.16,16.47,72.57,22.2,7.88
1724,0.95,42.0,26.0,36.5,67.5,63.5,17.5,4.15,2015-09-21,46,22.5,14.35,64.07,22.31,4.77
1725,1.4,54.5,34.5,67.5,106.0,123.5,4.0,3.58,2015-09-22,48,24.75,11.75,50.08,24.14,4.25
1726,1.3,52.5,40.0,41.0,96.84,91.0,27.0,3.19,2015-09-23,35,25.5,10.19,43.09,24.74,5.04
1727,1.7,62.0,49.0,33.5,117.0,107.0,2.5,3.03,2015-09-24,34,28.32,8.56,30.7,27.35,5.32
1728,1.6,110.5,38.5,43.5,109.5,93.5,45.0,6.02,2015-09-25,17,24.43,13.11,52.32,24.31,6.18
1729,0.9,21.5,19.5,16.0,61.0,45.0,43.0,3.0,2015-09-26,7,20.13,17.38,84.64,20.13,6.04
1730,0.8,26.5,21.0,9.0,39.5,29.0,43.5,4.0,2015-09-27,3,21.79,17.0,76.42,21.82,5.94
1731,1.1,23.5,16.5,28.0,57.0,54.5,38.5,4.0,2015-09-28,54,20.56,16.56,78.41,20.56,9.32
1732,1.15,36.5,27.0,38.5,62.5,65.5,13.0,5.78,2015-09-29,31,19.34,15.76,80.95,19.38,5.52
1733,1.0,30.5,22.0,35.0,59.0,63.5,29.84,5.35,2015-09-30,26,21.56,15.96,71.45,21.57,8.04
1734,0.9,33.5,24.5,36.0,55.0,60.0,29.0,4.93,2015-10-01,29,19.59,16.34,81.9,19.59,7.31
1735,1.1,36.5,28.0,28.5,63.5,59.5,36.5,4.52,2015-10-02,18,21.86,17.35,77.06,21.96,6.11
1736,0.9,17.0,11.5,35.0,53.5,59.5,38.5,4.15,2015-10-03,8,20.47,17.23,82.29,20.47,9.64
1737,0.8,13.5,7.0,40.0,43.22,56.0,35.5,3.82,2015-10-04,3,18.5,15.98,85.36,18.5,5.93
1738,0.9,15.0,11.5,58.0,49.0,75.5,31.5,3.53,2015-10-05,55,16.52,13.81,84.21,16.52,7.77
1739,0.7,23.5,14.0,34.5,39.5,48.0,30.0,3.29,2015-10-06,42,16.48,12.61,78.1,16.48,8.39
1740,0.9,33.0,17.0,22.0,54.5,48.5,32.0,3.12,2015-10-07,24,21.34,14.97,70.07,21.37,6.07
1741,1.0,33.5,19.0,15.0,57.0,45.0,26.5,3.02,2015-10-08,36,26.28,14.72,52.36,25.96,6.72
1742,1.15,37.0,20.0,38.82,69.5,66.5,56.5,3.0,2015-10-09,24,23.68,15.06,62.24,23.63,8.16
1743,0.95,21.5,14.0,40.0,60.0,64.0,47.47,2.0,2015-10-10,10,22.5,16.64,70.31,22.56,6.96
1744,0.9,28.5,20.5,22.5,48.0,43.0,51.0,4.0,2015-10-11,6,21.75,16.64,74.05,21.89,5.75
1745,0.7,16.0,10.5,21.5,42.33,40.0,59.0,2.0,2015-10-12,13,20.94,15.63,73.2,20.98,5.83
1746,0.9,18.5,12.5,27.5,44.62,46.0,35.0,2.0,2015-10-13,34,19.88,15.59,77.05,19.88,7.47
1747,1.05,43.0,22.5,23.5,64.0,52.0,23.5,3.0,2015-10-14,47,21.41,16.93,76.01,21.41,6.81
1748,1.0,44.5,30.0,23.5,70.5,55.0,16.5,3.0,2015-10-15,37,27.36,14.0,50.1,26.71,7.08
1749,1.35,56.0,42.5,46.5,95.0,92.0,64.0,2.0,2015-10-16,1,27.44,15.4,50.27,27.46,6.0
1750,0.85,29.0,23.0,43.84,53.0,66.5,55.0,2.0,2015-10-17,3,20.85,17.21,80.07,20.94,9.0
1751,0.5,11.0,7.0,42.0,40.5,55.0,41.0,2.0,2015-10-18,9,15.93,13.46,85.41,15.93,11.57
1752,0.7,26.5,17.0,40.08,42.1,58.5,26.0,3.0,2015-10-19,37,17.59,14.31,82.06,17.59,7.66
1753,1.05,53.0,29.0,15.0,62.0,51.5,18.0,2.0,2015-10-20,30,23.76,15.62,65.82,23.78,6.38
1754,1.1,44.5,32.0,24.0,79.5,62.5,88.5,2.0,2015-10-21,43,26.04,16.5,57.35,26.23,9.79
1755,1.25,20.5,17.5,45.39,74.0,78.92,50.5,2.0,2015-10-22,27,19.85,17.43,86.1,19.85,9.11
1756,1.15,24.0,16.5,52.0,57.5,74.5,40.25,2.0,2015-10-23,26,20.14,15.61,75.95,20.14,6.36
1757,0.7,16.5,11.5,41.84,46.0,62.46,45.5,2.0,2015-10-24,5,17.38,14.9,85.51,17.38,8.64
1758,0.7,20.0,15.0,40.0,35.5,51.0,22.0,2.0,2015-10-25,7,16.47,14.1,85.96,16.47,9.3
1759,0.9,25.5,17.0,27.0,44.5,49.0,22.0,2.0,2015-10-26,42,18.03,15.57,86.43,18.07,6.71
1760,1.1,35.0,23.0,47.0,67.23,69.5,13.0,2.0,2015-10-27,34,20.46,17.38,83.06,20.51,4.46
1761,1.15,21.0,14.0,60.5,52.0,81.0,22.0,2.0,2015-10-28,32,20.15,17.0,82.31,20.15,5.56
1762,1.2,23.5,17.0,72.0,50.0,83.5,22.25,2.0,2015-10-29,34,19.07,16.59,85.74,19.07,8.46
1763,0.7,20.5,10.5,26.0,39.5,38.5,24.25,2.0,2015-10-30,22,20.79,15.42,73.27,20.82,8.3
1764,0.8,25.5,15.0,20.46,43.26,38.28,41.5,3.0,2015-10-31,5,23.08,16.46,68.74,23.11,6.88
1765,0.75,16.0,14.0,15.5,44.0,35.0,36.0,1.0,2015-11-01,5,19.96,17.67,86.92,19.96,5.96
1766,0.6,14.0,8.5,10.0,26.5,21.0,39.25,1.0,2015-11-02,9,19.93,17.4,85.74,19.97,6.56
1767,1.1,19.0,12.5,30.5,53.0,51.0,11.0,1.21,2015-11-03,34,21.55,18.81,84.95,21.55,5.67
1768,1.25,25.5,21.5,70.0,54.69,85.5,9.0,1.72,2015-11-04,32,21.0,18.21,84.83,21.13,5.09
1769,1.4,26.0,16.0,67.0,62.29,81.0,27.5,1.97,2015-11-05,31,19.67,17.27,86.66,19.67,5.29
1770,1.3,15.5,9.0,84.0,43.0,91.0,17.0,2.0,2015-11-06,25,19.76,17.76,88.4,19.76,6.51
1771,0.9,15.5,10.0,72.0,43.5,82.5,23.5,2.0,2015-11-07,5,17.58,15.73,88.97,17.58,9.25
1772,0.7,18.0,12.0,24.5,31.5,39.5,22.5,2.0,2015-11-08,3,18.95,16.33,85.03,18.95,6.1
1773,0.95,26.0,18.5,32.0,53.5,51.5,26.5,1.0,2015-11-09,47,20.95,17.95,83.45,21.02,4.83
1774,1.0,35.5,25.5,30.0,61.85,56.0,46.0,2.5,2015-11-10,25,22.75,18.38,78.16,22.94,5.19
1775,1.3,47.0,34.0,49.5,72.0,78.0,36.26,2.0,2015-11-11,22,23.42,18.25,74.73,23.77,5.31
1776,1.1,31.5,28.0,44.5,66.5,73.5,3.21,2.0,2015-11-12,27,22.69,18.31,76.92,22.91,7.69
1777,1.15,37.5,24.0,20.0,65.0,53.0,63.87,2.0,2015-11-13,26,24.0,18.19,71.7,24.4,5.88
1778,0.95,24.5,14.0,23.5,59.0,55.5,45.5,1.0,2015-11-14,3,24.04,18.15,71.26,24.51,8.59
1779,0.3,15.0,13.0,29.5,47.0,49.0,36.0,1.0,2015-11-15,3,22.22,17.74,76.44,22.31,6.41
1780,0.2,21.5,18.0,62.0,49.0,80.0,18.41,3.0,2015-11-16,45,19.7,17.1,85.09,19.7,6.25
1781,0.3,24.5,18.5,25.5,52.0,47.5,18.0,2.0,2015-11-17,26,21.25,17.56,80.6,21.41,5.69
1782,0.45,26.0,14.5,35.0,64.5,64.5,25.0,1.0,2015-11-18,30,23.84,17.08,68.22,24.12,7.44
1783,0.55,31.0,21.5,29.0,59.0,53.5,33.0,1.0,2015-11-19,24,26.64,18.52,61.67,27.25,7.36
1784,0.7,16.0,8.0,16.5,37.5,33.0,37.5,1.0,2015-11-20,16,23.15,17.79,72.82,23.33,12.27
1785,0.7,17.0,15.0,21.5,40.0,40.5,35.5,2.0,2015-11-21,6,18.96,16.29,84.7,18.96,8.16
1786,0.65,21.5,11.0,10.5,31.43,24.0,27.5,2.0,2015-11-22,3,20.65,15.96,75.2,20.81,6.65
1787,1.35,25.5,23.5,64.5,50.0,79.5,1.77,2.0,2015-11-23,35,20.45,18.19,86.95,20.45,4.67
1788,1.2,22.5,14.0,43.95,48.5,59.0,4.0,2.0,2015-11-24,35,20.56,17.77,84.26,20.56,4.63
1789,1.25,18.0,12.5,68.0,44.0,79.0,2.0,2.0,2015-11-25,38,20.92,17.97,83.45,20.92,5.27
1790,1.05,20.0,15.0,64.0,48.5,78.5,19.5,3.0,2015-11-26,18,20.04,17.02,83.21,20.04,5.55
1791,0.8,30.0,17.5,31.5,43.37,48.0,19.0,2.0,2015-11-27,26,21.1,16.21,74.31,21.18,8.62
1792,0.95,34.5,19.0,19.0,49.0,47.5,29.5,2.0,2015-11-28,3,23.52,17.93,72.15,23.95,6.63
1793,0.85,13.0,10.5,29.5,42.5,46.0,20.0,1.0,2015-11-29,0,21.58,18.85,84.8,21.61,6.12
1794,1.1,12.5,12.0,72.0,48.5,85.0,11.5,2.0,2015-11-30,26,19.75,17.61,87.55,19.75,7.41
1795,0.9,23.5,14.5,46.5,38.5,59.0,6.0,2.0,2015-12-01,30,18.35,15.55,83.93,18.35,7.23
1796,1.2,36.5,30.0,52.0,44.5,73.5,5.0,3.0,2015-12-02,23,20.32,17.55,84.72,20.46,5.58
1797,1.15,23.5,18.5,69.5,41.03,81.4,2.5,3.22,2015-12-03,33,20.72,17.97,84.5,20.72,6.19
1798,1.0,31.0,23.0,43.5,52.0,69.5,12.5,3.0,2015-12-04,27,21.79,17.74,78.5,21.95,6.84
1799,1.1,31.5,22.5,29.5,63.5,58.0,36.0,1.0,2015-12-05,2,22.91,18.03,75.44,23.17,4.79
1800,1.0,14.0,11.5,38.5,46.0,56.0,21.0,1.0,2015-12-06,2,22.07,18.53,80.95,22.13,4.7
1801,1.15,15.0,11.5,62.5,48.0,77.5,12.0,2.0,2015-12-07,23,19.44,17.14,86.83,19.44,7.14
1802,0.8,21.5,16.0,35.0,36.0,47.88,6.0,2.0,2015-12-08,20,19.79,16.71,82.73,19.79,6.91
1803,1.1,25.0,16.0,21.0,47.0,43.5,13.5,3.0,2015-12-09,18,22.32,18.03,77.42,22.55,6.68
1804,1.1,20.5,12.5,30.5,47.0,49.5,27.0,4.0,2015-12-10,30,24.4,17.96,67.73,24.56,10.36
1805,1.1,25.0,15.0,35.0,55.0,58.0,26.0,4.0,2015-12-11,23,23.03,17.48,71.8,23.09,8.29
1806,0.9,22.5,17.0,11.0,43.0,32.5,31.5,3.0,2015-12-12,3,23.29,18.43,75.26,23.56,5.9
1807,0.8,13.5,10.0,13.0,35.0,26.0,32.0,2.5,2015-12-13,5,24.27,17.65,68.19,24.6,8.62
1808,0.95,18.0,11.5,19.0,54.5,46.0,41.75,3.0,2015-12-14,27,26.4,17.64,60.27,26.66,7.32
1809,1.1,23.5,17.0,30.0,62.5,56.0,38.0,4.0,2015-12-15,24,24.32,18.29,71.03,24.56,9.26
1810,1.3,14.5,12.0,63.5,64.0,86.5,37.5,4.0,2015-12-16,20,21.49,18.8,84.8,21.49,6.88
1811,0.95,26.0,20.5,39.5,52.0,60.0,31.25,5.0,2015-12-17,24,20.91,18.11,84.87,21.07,6.84
1812,1.1,27.0,16.0,25.0,64.0,53.0,20.0,5.5,2015-12-18,14,26.4,16.72,58.53,26.42,6.52
1813,1.05,25.0,19.0,28.5,62.0,55.0,42.5,5.0,2015-12-19,3,25.22,17.63,63.83,25.58,6.93
1814,0.8,22.5,16.0,12.0,49.0,33.0,41.25,3.0,2015-12-20,4,22.48,17.97,76.59,22.64,5.59
1815,0.9,22.0,13.5,17.0,50.0,38.5,33.75,3.5,2015-12-21,36,22.37,18.32,78.21,22.5,6.46
1816,0.9,23.0,15.0,20.81,49.5,43.5,22.0,4.0,2015-12-22,24,23.65,18.62,75.37,23.86,5.74
1817,1.0,27.0,17.5,21.0,48.0,45.5,42.5,5.0,2015-12-23,22,26.4,19.0,65.84,27.01,6.64
1818,0.8,18.0,12.0,8.0,36.5,26.0,37.5,2.5,2015-12-24,6,25.56,18.81,67.4,26.11,7.28
1819,0.9,21.5,16.5,10.5,40.99,30.0,21.75,3.0,2015-12-25,0,24.76,18.64,69.34,25.06,4.56
1820,0.8,16.0,12.0,14.0,34.86,31.0,36.75,3.0,2015-12-26,4,24.38,18.31,70.23,24.63,6.31
1821,0.7,14.0,8.0,12.0,29.5,24.0,29.0,2.0,2015-12-27,6,23.8,19.08,75.48,24.02,8.04
1822,0.7,10.5,7.5,16.0,34.5,29.5,27.0,2.0,2015-12-28,35,22.61,18.52,78.07,22.71,8.77
1823,0.75,10.0,6.0,14.0,29.0,27.5,25.75,2.0,2015-12-29,28,21.88,18.38,80.64,21.88,8.88
1824,0.8,8.5,5.0,15.5,29.0,29.0,34.5,3.0,2015-12-30,29,21.21,17.36,78.73,21.21,11.54
1825,0.6,9.5,4.0,8.5,18.5,17.0,36.5,2.0,2015-12-31,9,24.07,18.0,69.65,24.56,12.19
1826,0.6,14.0,9.5,6.5,17.5,14.0,30.75,2.0,2016-01-01,2,23.67,19.43,78.09,24.05,8.57
1827,0.65,10.0,6.5,18.0,28.0,31.0,11.25,2.0,2016-01-02,3,22.52,19.97,85.6,22.8,5.26
1828,0.6,10.5,9.0,20.99,25.0,30.0,14.75,2.0,2016-01-03,4,21.02,18.7,86.78,21.02,6.72
1829,0.55,17.0,9.0,22.0,26.0,33.5,17.5,3.0,2016-01-04,14,20.71,16.63,77.95,20.71,8.86
1830,0.6,22.0,10.0,18.5,32.0,32.0,21.0,4.0,2016-01-05,8,21.26,15.82,72.06,21.38,7.82
1831,0.8,33.0,20.5,16.0,50.0,39.5,46.25,4.0,2016-01-06,8,22.46,16.5,70.96,22.6,6.54
1832,0.9,26.0,17.0,21.0,57.5,44.5,38.5,5.5,2016-01-07,2,24.52,16.84,64.55,24.73,6.24
1833,1.0,25.25,28.0,34.0,70.5,63.5,38.25,5.79,2016-01-08,1,25.08,17.19,62.31,25.47,5.92
1834,0.8,26.5,18.0,25.0,46.5,48.0,19.0,2.0,2016-01-09,2,23.35,18.77,76.33,23.63,5.62
1835,0.7,11.0,9.0,8.68,23.5,20.5,18.25,1.0,2016-01-10,7,22.63,19.4,82.59,22.86,5.58
1836,1.0,12.0,7.5,24.5,36.0,39.5,9.5,1.0,2016-01-11,2,21.77,19.18,85.29,21.77,10.14
1837,0.9,9.0,6.5,25.5,29.84,36.0,2.5,1.0,2016-01-12,3,22.49,20.0,86.03,22.8,7.79
1838,1.05,20.5,14.5,43.0,42.5,59.0,13.0,1.0,2016-01-13,3,23.22,20.03,82.71,23.77,6.03
1839,1.1,20.0,14.0,59.0,44.0,71.0,22.25,2.0,2016-01-14,3,22.44,20.05,86.53,22.87,8.17
1840,1.25,12.5,12.0,66.5,40.5,74.5,10.25,2.0,2016-01-15,22,20.53,18.55,88.43,20.53,6.9
1841,0.7,19.5,12.0,46.0,28.0,52.0,14.25,2.0,2016-01-16,7,19.57,15.89,80.29,19.57,9.97
1842,0.55,22.0,12.0,25.5,26.0,35.5,24.0,2.0,2016-01-17,5,19.87,14.09,70.38,19.87,10.74
1843,0.7,19.0,-6.5,29.5,29.0,40.0,18.75,2.0,2016-01-18,27,19.46,15.3,77.01,19.46,9.41
1844,0.8,19.5,-96.53,46.0,32.0,55.0,17.0,4.0,2016-01-19,1,19.46,14.54,73.45,19.46,10.42
1845,0.9,15.5,-170.84,58.0,31.5,65.5,12.75,3.0,2016-01-20,1,18.56,15.22,81.01,18.56,9.95
1846,0.8,21.0,-230.37,53.0,35.5,62.0,13.25,3.0,2016-01-21,1,19.02,15.15,79.46,19.02,10.22
1847,0.9,22.0,-276.07,55.5,32.5,66.0,8.5,2.5,2016-01-22,1,18.92,14.72,76.9,18.92,10.36
1848,0.8,27.5,-308.87,32.5,33.5,53.0,16.0,3.0,2016-01-23,7,19.88,15.65,77.14,19.91,7.03
1849,0.65,22.0,-329.71,15.0,33.0,30.5,17.0,3.0,2016-01-24,4,21.23,17.37,79.24,21.34,5.37
1850,0.7,20.5,-339.54,14.0,33.0,31.0,38.25,1.92,2016-01-25,32,24.4,17.92,69.87,24.65,5.36
1851,0.95,21.0,-339.3,26.0,50.0,46.0,31.75,1.67,2016-01-26,1,25.54,18.04,65.42,25.85,8.54
1852,1.1,27.0,-329.92,29.0,63.5,61.5,27.5,1.41,2016-01-27,1,23.63,19.26,77.22,24.01,7.17
1853,0.9,25.0,-312.35,26.0,48.5,46.5,34.0,1.18,2016-01-28,23,22.7,18.93,80.37,22.92,7.47
1854,0.7,11.5,-287.53,11.5,28.0,25.0,20.25,1.03,2016-01-29,25,23.78,18.81,74.48,24.03,7.25
1855,0.8,17.0,-256.41,15.5,34.0,33.5,14.75,1.0,2016-01-30,7,25.52,18.28,65.72,25.82,6.69
1856,0.75,17.5,-219.91,16.0,39.0,32.5,44.25,2.0,2016-01-31,12,27.28,15.4,51.58,27.01,6.64
1857,1.25,36.0,-178.99,33.5,66.5,67.0,36.5,4.0,2016-02-01,38,27.62,15.19,48.66,27.51,5.12
1858,1.0,34.0,-134.58,42.0,59.0,66.5,33.75,3.5,2016-02-02,1,24.78,19.19,72.3,25.21,8.11
1859,0.9,34.5,-87.62,27.5,52.3,52.0,32.0,5.0,2016-02-03,25,24.4,18.77,71.52,24.79,7.93
1860,0.95,31.5,-39.06,36.5,45.71,64.0,31.5,3.0,2016-02-04,30,23.43,18.3,73.64,23.71,6.6
1861,1.2,34.5,10.16,25.5,68.0,57.5,21.25,3.0,2016-02-05,15,25.79,18.33,64.93,26.0,6.62
1862,0.9,24.5,59.11,36.0,53.5,59.5,31.75,2.0,2016-02-06,6,23.57,19.67,79.44,23.95,6.73
1863,0.6,19.0,106.84,14.5,33.0,32.0,23.25,2.0,2016-02-07,5,23.52,18.81,75.53,23.79,6.81
1864,0.6,15.5,152.4,8.0,29.5,22.5,24.5,1.0,2016-02-08,10,24.35,18.54,71.97,24.67,6.12
1865,0.8,17.5,194.87,18.0,41.5,40.0,22.5,1.0,2016-02-09,12,26.21,18.46,64.75,26.56,6.67
1866,1.0,29.0,233.3,35.5,53.0,59.0,35.5,2.0,2016-02-10,20,26.7,19.0,63.79,27.41,7.63
1867,1.05,22.5,266.74,59.0,50.0,75.0,25.5,2.0,2016-02-11,2,23.11,19.59,80.9,23.27,6.63
1868,0.9,27.0,294.26,42.5,48.0,61.35,23.75,3.5,2016-02-12,29,21.31,16.03,72.97,21.31,8.41
1869,0.7,25.0,314.91,14.0,38.5,37.0,36.25,2.0,2016-02-13,9,22.36,16.56,70.5,22.59,6.76
1870,0.7,27.5,327.76,10.0,35.5,27.0,37.0,1.5,2016-02-14,12,25.62,17.67,64.73,25.97,6.29
1871,0.95,30.0,331.58,18.0,50.7,44.0,19.02,1.2,2016-02-15,1,24.48,19.48,74.73,24.99,6.58
1872,1.1,19.0,326.27,24.0,46.5,45.5,16.25,1.0,2016-02-16,40,23.5,18.69,75.76,23.85,6.35
1873,1.05,19.5,310.06,33.5,46.5,53.0,11.5,1.0,2016-02-17,38,24.0,19.11,75.57,24.22,6.56
1874,1.1,21.0,282.27,40.3,49.0,57.5,12.26,1.0,2016-02-18,46,24.11,19.43,76.01,24.41,6.96
1875,1.05,27.0,241.98,22.5,65.0,53.0,12.25,2.0,2016-02-19,50,24.52,19.11,72.79,24.82,4.63
1876,0.9,22.0,188.23,23.0,48.5,43.5,27.75,1.0,2016-02-20,8,25.04,19.27,71.59,25.43,6.0
1877,0.75,12.5,120.09,13.0,37.0,29.0,32.25,1.0,2016-02-21,8,22.51,19.0,80.84,22.58,5.6
1878,0.65,14.0,36.61,10.5,36.88,29.5,9.25,1.0,2016-02-22,43,22.11,18.43,80.04,22.11,6.14
1879,0.8,15.0,10.0,20.0,38.0,37.0,12.25,1.0,2016-02-23,46,23.4,18.08,72.89,23.55,9.16
1880,1.1,26.0,13.5,44.5,51.0,65.5,2.0,1.5,2016-02-24,3,23.46,18.27,73.25,23.66,6.81
1881,0.9,18.5,11.0,23.0,48.0,44.5,6.5,1.0,2016-02-25,1,24.08,17.28,68.08,24.22,6.88
1882,0.95,20.5,12.5,25.5,45.5,42.5,16.25,1.0,2016-02-26,1,24.08,18.41,71.85,24.29,9.38
1883,0.8,15.0,11.0,19.0,38.0,34.5,19.0,1.0,2016-02-27,6,24.31,18.62,70.61,24.35,9.15
1884,0.7,9.5,7.0,16.0,27.5,29.25,22.11,1.0,2016-02-28,13,23.97,19.1,74.71,24.23,7.8
1885,0.85,16.5,10.5,64.46,39.0,73.0,14.5,2.0,2016-02-29,64,19.83,17.59,87.18,19.83,8.85
1886,1.25,18.0,14.0,77.35,36.5,81.0,5.0,2.0,2016-03-01,56,18.45,16.13,86.39,18.45,8.17
1887,0.95,20.0,13.0,31.5,37.0,46.65,2.34,2.0,2016-03-02,65,19.74,17.35,86.28,19.74,5.16
1888,0.8,16.0,9.5,20.5,38.5,35.0,6.75,1.0,2016-03-03,58,21.21,18.24,83.53,21.21,7.64
1889,1.0,17.0,9.0,34.0,37.5,49.0,14.75,1.0,2016-03-04,1,22.35,17.81,76.77,22.54,9.87
1890,0.85,20.5,10.5,30.0,41.5,46.5,25.0,1.0,2016-03-05,19,22.77,17.52,73.56,22.9,6.55
1891,0.7,20.5,16.0,9.82,35.5,25.0,24.75,1.0,2016-03-06,24,23.26,18.87,77.66,23.49,5.84
1892,0.9,20.0,13.0,31.5,53.0,60.0,5.75,2.0,2016-03-07,102,23.59,18.63,74.81,23.81,6.15
1893,0.65,29.0,19.5,24.0,43.5,43.0,18.75,2.0,2016-03-08,82,22.62,18.38,77.58,22.84,6.41
1894,0.9,25.5,17.0,22.0,46.5,41.0,12.0,1.75,2016-03-09,102,23.74,18.87,75.78,24.04,6.16
1895,1.0,18.0,12.0,34.5,43.5,52.5,4.08,1.0,2016-03-10,123,22.82,19.45,81.76,23.06,6.06
